run_tag,mode,component,status,rtl_hits,tlm_hits,aggregate_delta,bucket_abs_delta,compared_buckets,mismatched_buckets,abs_delta_hits,first_mismatch,threshold
component_b403_rho0750_f0261_seed7103,forced_ingress,transaction_deliver_hits,DEBUG,59701,76824,0.28681262,0.28681262,16104,3930,17123,f152 l-1 shd0,0.01
component_b403_rho0750_f0261_seed7103,forced_ingress,ingress_decision_ticket,DEBUG,133632,133632,0,0.29247486,153174,39084,39084,f99 l0 shd45 accept,0.01
component_b403_rho0750_f0261_seed7103,forced_ingress,frame_table_hit_aggregate,DEBUG,59701,76824,0.28681262,0.28681262,1,1,17123,aggregate,0.01
component_b700_rho0700_f0280_seed7101,normal,source_hits,PASS,99672,99672,0,0,5900,0,0,-,0.01
component_b700_rho0700_f0280_seed7101,normal,ingress_accept_hits,DEBUG,87721,76006,0.13354841,0.26715382,5544,1364,23435,f81 l3 shd61,0.01
component_b700_rho0700_f0280_seed7101,normal,ingress_predrop_flag_hits,DEBUG,11951,23666,0.9802527,1.9609238,1720,1364,23435,f81 l3 shd61,0.01
component_b700_rho0700_f0280_seed7101,normal,controlled_predrop_exact_hits,DEBUG,19392,23666,0.22040017,1.2451526,1949,1405,24146,f81 l3 shd61,0.01
component_b700_rho0700_f0280_seed7101,normal,pa_load_hits,DEBUG,62319,70175,0.12606107,0.50960381,4879,1883,31758,f81 l3 shd61,0.01
component_b700_rho0700_f0280_seed7101,normal,late_drop_pa_action_hits,DEBUG,10586,5831,0.44917816,1.3507463,926,860,14299,f129 l1 shd14,0.01
component_b700_rho0700_f0280_seed7101,normal,late_drop_control_exact_hits,DEBUG,10569,5831,0.44829218,1.3513104,925,859,14282,f129 l1 shd14,0.01
component_b700_rho0700_f0280_seed7101,normal,transaction_deliver_hits,DEBUG,62319,70175,0.12606107,0.50687591,4609,1808,31588,f81 l-1 shd61,0.01
component_b700_rho0700_f0280_seed7101,normal,ingress_decision_ticket,DEBUG,143360,143360,0,0.31870815,166205,45690,45690,f81 l3 shd61 accept,0.01
component_b700_rho0700_f0280_seed7101,normal,frame_table_hit_aggregate,DEBUG,62319,70175,0.12606107,0.12606107,1,1,7856,aggregate,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,source_hits,PASS,99672,99672,0,0,5900,0,0,-,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,ingress_accept_hits,DEBUG,87721,80280,0.084825754,0.22848577,5568,1167,20043,f101 l2 shd120,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,ingress_predrop_flag_hits,DEBUG,11951,19392,0.62262572,1.6770982,1499,1167,20043,f101 l2 shd120,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,controlled_predrop_exact_hits,PASS,19392,19392,0,0,1124,0,0,-,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,pa_load_hits,DEBUG,62319,80280,0.28821066,0.28821066,4776,1080,17961,f163 l0 shd85,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,late_drop_pa_action_hits,DEBUG,10586,0,1,1,640,640,10586,f163 l1 shd57,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,late_drop_control_exact_hits,DEBUG,10569,0,1,1,639,639,10569,f163 l1 shd57,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,transaction_deliver_hits,DEBUG,62319,80280,0.28821066,0.28821066,4529,1043,17961,f163 l-1 shd13,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,ingress_decision_ticket,DEBUG,143360,143360,0,0.2523019,161445,36170,36170,f101 l2 shd120 accept,0.01
component_b700_rho0700_f0280_seed7101,forced_ingress,frame_table_hit_aggregate,DEBUG,62319,80280,0.28821066,0.28821066,1,1,17961,aggregate,0.01
component_b700_rho0700_f0280_seed7102,normal,source_hits,PASS,100898,100898,0,0,5963,0,0,-,0.01
component_b700_rho0700_f0280_seed7102,normal,ingress_accept_hits,DEBUG,87498,75294,0.13947747,0.30343551,5601,1548,26550,f77 l2 shd109,0.01
component_b700_rho0700_f0280_seed7102,normal,ingress_predrop_flag_hits,DEBUG,13400,25604,0.91074627,1.9813433,1910,1548,26550,f77 l2 shd109,0.01
component_b700_rho0700_f0280_seed7102,normal,controlled_predrop_exact_hits,DEBUG,20441,25604,0.2525806,1.2474439,2076,1484,25499,f77 l2 shd109,0.01
component_b700_rho0700_f0280_seed7102,normal,pa_load_hits,DEBUG,64034,69615,0.087156823,0.49775119,4912,1891,31873,f77 l2 shd109,0.01
component_b700_rho0700_f0280_seed7102,normal,late_drop_pa_action_hits,DEBUG,9140,5679,0.37866521,1.3561269,824,749,12395,f134 l0 shd9,0.01
component_b700_rho0700_f0280_seed7102,normal,late_drop_control_exact_hits,DEBUG,9123,5679,0.3775074,1.3567905,823,748,12378,f134 l0 shd9,0.01
component_b700_rho0700_f0280_seed7102,normal,transaction_deliver_hits,DEBUG,64034,69615,0.087156823,0.49668926,4652,1826,31805,f77 l-1 shd109,0.01
component_b700_rho0700_f0280_seed7102,normal,ingress_decision_ticket,DEBUG,143360,143360,0,0.33995536,167728,48736,48736,f77 l2 shd109 accept,0.01
component_b700_rho0700_f0280_seed7102,normal,frame_table_hit_aggregate,DEBUG,64034,69615,0.087156823,0.087156823,1,1,5581,aggregate,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,source_hits,PASS,100898,100898,0,0,5963,0,0,-,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,ingress_accept_hits,DEBUG,87498,80457,0.080470411,0.23718256,5570,1194,20753,f100 l0 shd92,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,ingress_predrop_flag_hits,DEBUG,13400,20441,0.52544776,1.5487313,1587,1194,20753,f100 l0 shd92,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,controlled_predrop_exact_hits,PASS,20441,20441,0,0,1188,0,0,-,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,pa_load_hits,DEBUG,64034,80457,0.25647312,0.25647312,4775,980,16423,f165 l1 shd99,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,late_drop_pa_action_hits,DEBUG,9140,0,1,1,554,554,9140,f167 l0 shd11,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,late_drop_control_exact_hits,DEBUG,9123,0,1,1,553,553,9123,f167 l0 shd11,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,transaction_deliver_hits,DEBUG,64034,80457,0.25647312,0.25647312,4526,945,16423,f165 l-1 shd99,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,ingress_decision_ticket,DEBUG,143360,143360,0,0.27237723,162884,39048,39048,f100 l0 shd92 accept,0.01
component_b700_rho0700_f0280_seed7102,forced_ingress,frame_table_hit_aggregate,DEBUG,64034,80457,0.25647312,0.25647312,1,1,16423,aggregate,0.01
component_b700_rho0700_f0280_seed7103,normal,source_hits,PASS,100343,100343,0,0,5905,0,0,-,0.01
component_b700_rho0700_f0280_seed7103,normal,ingress_accept_hits,DEBUG,86891,76801,0.1161225,0.28198548,5542,1420,24502,f84 l0 shd58,0.01
component_b700_rho0700_f0280_seed7103,normal,ingress_predrop_flag_hits,DEBUG,13452,23542,0.75007434,1.8214392,1783,1420,24502,f84 l0 shd58,0.01
component_b700_rho0700_f0280_seed7103,normal,controlled_predrop_exact_hits,DEBUG,19498,23542,0.20740589,1.2166376,1934,1387,23722,f84 l0 shd58,0.01
component_b700_rho0700_f0280_seed7103,normal,pa_load_hits,DEBUG,62179,70633,0.1359623,0.50270992,4847,1837,31258,f84 l0 shd58,0.01
component_b700_rho0700_f0280_seed7103,normal,late_drop_pa_action_hits,DEBUG,10645,6168,0.42057304,1.3169563,915,830,14019,f127 l0 shd2,0.01
component_b700_rho0700_f0280_seed7103,normal,late_drop_control_exact_hits,DEBUG,10628,6168,0.41964622,1.3174633,914,829,14002,f127 l0 shd2,0.01
component_b700_rho0700_f0280_seed7103,normal,transaction_deliver_hits,DEBUG,62179,70633,0.1359623,0.5016163,4579,1762,31190,f84 l-1 shd58,0.01
component_b700_rho0700_f0280_seed7103,normal,ingress_decision_ticket,DEBUG,143360,143360,0,0.30895647,165506,44292,44292,f84 l0 shd58 accept,0.01
component_b700_rho0700_f0280_seed7103,normal,frame_table_hit_aggregate,DEBUG,62179,70633,0.1359623,0.1359623,1,1,8454,aggregate,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,source_hits,PASS,100343,100343,0,0,5905,0,0,-,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,ingress_accept_hits,DEBUG,86891,80845,0.06958143,0.24283297,5556,1219,21100,f106 l2 shd103,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,ingress_predrop_flag_hits,DEBUG,13452,19498,0.4494499,1.56854,1568,1219,21100,f106 l2 shd103,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,controlled_predrop_exact_hits,PASS,19498,19498,0,0,1126,0,0,-,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,pa_load_hits,DEBUG,62179,80845,0.30019782,0.30019782,4779,1104,18666,f159 l3 shd122,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,late_drop_pa_action_hits,DEBUG,10645,0,1,1,632,632,10645,f161 l0 shd11,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,late_drop_control_exact_hits,DEBUG,10628,0,1,1,631,631,10628,f161 l0 shd11,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,transaction_deliver_hits,DEBUG,62179,80845,0.30019782,0.30019782,4531,1059,18666,f159 l-1 shd122,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,ingress_decision_ticket,DEBUG,143360,143360,0,0.26838728,162598,38476,38476,f106 l2 shd103 accept,0.01
component_b700_rho0700_f0280_seed7103,forced_ingress,frame_table_hit_aggregate,DEBUG,62179,80845,0.30019782,0.30019782,1,1,18666,aggregate,0.01
